,season,player_name,height (in),height (cm),pts,reb,ast,college,country,team
9899,2017-18,Shabazz Napier,73.0,185.42,8.7,2.3,2.0,Connecticut,USA,POR
9316,2016-17,Shabazz Napier,73.0,185.42,4.1,1.2,1.3,Connecticut,USA,POR
10372,2018-19,Shai Gilgeous-Alexander,78.0,198.12,10.8,2.8,3.3,Kentucky,Canada,LAC
10373,2018-19,Shake Milton,78.0,198.12,4.4,1.8,0.9,Southern Methodist,USA,PHI
9898,2017-18,Shane Larkin,71.0,180.34,4.3,1.7,1.8,Miami,USA,BOS
10374,2018-19,Shaquille Harrison,76.0,193.04,6.5,3.0,1.9,Tulsa,USA,CHI
9897,2017-18,Shaquille Harrison,76.0,193.04,6.6,2.7,2.4,Tulsa,USA,PHX
10376,2018-19,Shaun Livingston,79.0,200.66,4.0,1.8,1.8,None,USA,GSW
9317,2016-17,Shaun Livingston,79.0,200.66,5.1,2.0,1.8,None,USA,GSW
9896,2017-18,Shaun Livingston,79.0,200.66,5.5,1.8,2.0,None,USA,GSW
9318,2016-17,Shawn Long,81.0,205.74,8.2,4.7,0.7,Louisiana-Lafayette,USA,PHI
9319,2016-17,Sheldon Mac,78.0,198.12,3.0,1.1,0.5,Miami (Fla.),USA,WAS
9320,2016-17,Shelvin Mack,75.0,190.5,7.8,2.3,2.8,Butler,USA,UTA
9895,2017-18,Shelvin Mack,75.0,190.5,6.9,2.4,3.9,Butler,USA,ORL
10390,2018-19,Shelvin Mack,75.0,190.5,7.5,1.8,3.2,Butler,USA,CHA
9894,2017-18,Sindarius Thornwell,77.0,195.58,3.9,1.9,0.9,South Carolina,USA,LAC
10377,2018-19,Sindarius Thornwell,77.0,195.58,1.0,0.7,0.3,South Carolina,USA,LAC
9893,2017-18,Skal Labissiere,83.0,210.82,8.7,4.8,1.2,Kentucky,Haiti,SAC
9321,2016-17,Skal Labissiere,83.0,210.82,8.8,4.9,0.8,Kentucky,Haiti,SAC
10378,2018-19,Skal Labissiere,83.0,210.82,3.0,2.0,0.5,Kentucky,Haiti,POR
9892,2017-18,Solomon Hill,79.0,200.66,2.4,3.0,1.8,Arizona,USA,NOP
10379,2018-19,Solomon Hill,79.0,200.66,4.3,3.0,1.3,Arizona,USA,NOP
9322,2016-17,Solomon Hill,79.0,200.66,7.0,3.8,1.8,Arizona,USA,NOP
10380,2018-19,Spencer Dinwiddie,78.0,198.12,16.8,2.4,4.6,Colorado,USA,BKN
9900,2017-18,Spencer Dinwiddie,78.0,198.12,12.6,3.2,6.6,Colorado,USA,BKN
9323,2016-17,Spencer Dinwiddie,78.0,198.12,7.3,2.8,3.1,Colorado,USA,BKN
9324,2016-17,Spencer Hawes,85.0,215.9,6.2,3.5,1.5,Washington,USA,MIL
9891,2017-18,Stanley Johnson,79.0,200.66,8.7,3.7,1.6,Arizona,USA,DET
9325,2016-17,Stanley Johnson,79.0,200.66,4.4,2.5,1.4,Arizona,USA,DET
10381,2018-19,Stanley Johnson,79.0,200.66,6.9,3.3,1.3,Arizona,USA,NOP
9889,2017-18,Stephen Curry,75.0,190.5,26.4,5.1,6.1,Davidson,USA,GSW
9326,2016-17,Stephen Curry,75.0,190.5,25.3,4.5,6.6,Davidson,USA,GSW
10382,2018-19,Stephen Curry,75.0,190.5,27.3,5.3,5.2,Davidson,USA,GSW
9327,2016-17,Stephen Zimmerman,84.0,213.36,1.2,1.8,0.2,Nevada-Las Vegas,USA,ORL
9888,2017-18,Sterling Brown,78.0,198.12,4.0,2.6,0.5,Southern Methodist,USA,MIL
10383,2018-19,Sterling Brown,78.0,198.12,6.4,3.2,1.4,Southern Methodist,USA,MIL
9328,2016-17,Steve Novak,82.0,208.28,0.6,0.4,0.0,Marquette,USA,MIL
10384,2018-19,Steven Adams,84.0,213.36,13.9,9.5,1.6,Pittsburgh,New Zealand,OKC
9330,2016-17,Steven Adams,84.0,213.36,11.3,7.7,1.1,Pittsburgh,New Zealand,OKC
9887,2017-18,Steven Adams,84.0,213.36,13.9,9.0,1.2,Pittsburgh,New Zealand,OKC
10385,2018-19,Svi Mykhailiuk,80.0,203.2,3.2,0.9,0.9,Kansas,Ukraine,DET
9364,2016-17,T.J. McConnell,74.0,187.96,6.9,3.1,6.6,Arizona,USA,PHI
9886,2017-18,T.J. McConnell,74.0,187.96,6.3,3.0,4.0,Arizona,USA,PHI
10386,2018-19,T.J. McConnell,74.0,187.96,6.4,2.3,3.4,Arizona,USA,PHI
9885,2017-18,T.J. Warren,80.0,203.2,19.6,5.1,1.3,North Carolina State,USA,PHX
10387,2018-19,T.J. Warren,80.0,203.2,18.0,4.0,1.5,North Carolina State,USA,PHX
9884,2017-18,TJ Leaf,82.0,208.28,2.9,1.5,0.2,UCLA,USA,IND
10388,2018-19,TJ Leaf,82.0,208.28,3.9,2.2,0.4,UCLA,USA,IND
9365,2016-17,TJ Warren,80.0,203.2,14.4,5.1,1.1,North Carolina State,USA,PHX
10389,2018-19,Tahjere McCall,77.0,195.58,4.0,1.0,0.0,Tennessee State,USA,BKN
9883,2017-18,Taj Gibson,81.0,205.74,12.2,7.1,1.2,USC,USA,MIN
9366,2016-17,Taj Gibson,81.0,205.74,10.8,6.2,0.9,Southern California,USA,OKC
10423,2018-19,Taj Gibson,81.0,205.74,10.8,6.5,1.2,USC,USA,MIN
9401,2016-17,Tarik Black,81.0,205.74,5.7,5.1,0.6,Kansas,USA,LAL
9882,2017-18,Tarik Black,81.0,205.74,3.5,3.2,0.3,Kansas,USA,HOU
10424,2018-19,Taurean Prince,80.0,203.2,13.5,3.6,2.1,Baylor,USA,ATL
9890,2017-18,Taurean Prince,80.0,203.2,14.1,4.7,2.6,Baylor,USA,ATL
9402,2016-17,Taurean Prince,80.0,203.2,5.7,2.7,0.9,Baylor,USA,ATL
9901,2017-18,Terrance Ferguson,79.0,200.66,3.1,0.8,0.3,None,USA,OKC
10425,2018-19,Terrance Ferguson,79.0,200.66,6.9,1.9,1.0,None,USA,OKC
9403,2016-17,Terrence Jones,81.0,205.74,10.8,5.7,1.1,Kentucky,USA,MIL
10426,2018-19,Terrence Jones,81.0,205.74,1.0,2.0,0.0,Kentucky,USA,HOU
9404,2016-17,Terrence Ross,79.0,200.66,11.0,2.6,1.1,Washington,USA,ORL
10460,2018-19,Terrence Ross,79.0,200.66,15.1,3.5,1.7,Washington,USA,ORL
9902,2017-18,Terrence Ross,79.0,200.66,8.7,3.0,1.6,Washington,USA,ORL
9903,2017-18,Terry Rozier,74.0,187.96,11.3,4.7,2.9,Louisville,USA,BOS
9405,2016-17,Terry Rozier,74.0,187.96,5.5,3.1,1.8,Louisville,USA,BOS
10461,2018-19,Terry Rozier,73.0,185.42,9.0,3.9,2.9,Louisville,USA,BOS
9922,2017-18,Thabo Sefolosha,79.0,200.66,8.2,4.2,0.9,None,Switzerland,UTA
10462,2018-19,Thabo Sefolosha,79.0,200.66,3.8,2.5,0.5,None,Switzerland,UTA
9406,2016-17,Thabo Sefolosha,79.0,200.66,7.2,4.4,1.7,None,Switzerland,ATL
9407,2016-17,Thaddeus Young,80.0,203.2,11.0,6.1,1.6,Georgia Tech,USA,IND
10463,2018-19,Thaddeus Young,80.0,203.2,12.6,6.5,2.5,Georgia Tech,USA,IND
9921,2017-18,Thaddeus Young,80.0,203.2,11.8,6.3,1.9,Georgia Tech,USA,IND
10464,2018-19,Theo Pinson,78.0,198.12,4.5,2.0,1.2,None,USA,BKN
10465,2018-19,Thomas Bryant,83.0,210.82,10.5,6.3,1.3,Indiana,USA,WAS
9920,2017-18,Thomas Bryant,82.0,208.28,1.5,1.1,0.4,Indiana,USA,LAL
9408,2016-17,Thomas Robinson,82.0,208.28,5.0,4.6,0.6,Kansas,USA,LAL
10466,2018-19,Thomas Welsh,84.0,213.36,1.6,0.4,0.5,UCLA,USA,DEN
9409,2016-17,Thon Maker,85.0,215.9,4.0,2.0,0.4,None,South Sudan,MIL
9919,2017-18,Thon Maker,85.0,215.9,4.8,3.0,0.6,None,South Sudan,MIL
10467,2018-19,Thon Maker,85.0,215.9,5.0,3.2,0.7,None,South Sudan,DET
9410,2016-17,Tiago Splitter,83.0,210.82,4.9,2.8,0.5,None,Brazil,PHI
9411,2016-17,Tim Frazier,73.0,185.42,7.1,2.7,5.2,None,USA,NOP
10468,2018-19,Tim Frazier,73.0,185.42,5.3,2.8,4.2,None,USA,MIL
9918,2017-18,Tim Frazier,73.0,185.42,3.0,1.9,3.3,None,USA,WAS
9412,2016-17,Tim Hardaway Jr.,78.0,198.12,14.5,2.8,2.3,Michigan,USA,ATL
9917,2017-18,Tim Hardaway Jr.,78.0,198.12,17.5,3.9,2.7,Michigan,USA,NYK
10469,2018-19,Tim Hardaway Jr.,78.0,198.12,18.1,3.4,2.4,Michigan,USA,DAL
9916,2017-18,Tim Quarterman,78.0,198.12,1.3,1.0,0.3,Louisiana State,USA,HOU
9413,2016-17,Tim Quarterman,78.0,198.12,1.9,0.9,0.7,Louisiana State,USA,POR
9414,2016-17,Timofey Mozgov,85.0,215.9,7.4,4.9,0.8,None,Russia,LAL
9915,2017-18,Timofey Mozgov,85.0,215.9,4.2,3.2,0.4,None,Russia,BKN
10470,2018-19,Timothe Luwawu-Cabarrot,78.0,198.12,4.6,1.9,0.5,None,France,CHI
9914,2017-18,Timothe Luwawu-Cabarrot,78.0,198.12,5.8,1.4,1.0,None,France,PHI
9415,2016-17,Timothe Luwawu-Cabarrot,78.0,198.12,6.4,2.2,1.1,None,France,PHI
10471,2018-19,Tobias Harris,81.0,205.74,20.0,7.9,2.8,Tennessee,USA,PHI
9913,2017-18,Tobias Harris,81.0,205.74,18.6,5.5,2.4,Tennessee,USA,LAC
9416,2016-17,Tobias Harris,81.0,205.74,16.1,5.1,1.7,Tennessee,USA,DET
9912,2017-18,Tomas Satoransky,79.0,200.66,7.2,3.2,3.9,None,Czech Republic,WAS
10472,2018-19,Tomas Satoransky,79.0,200.66,8.9,3.5,5.0,None,Czech Republic,WAS
9417,2016-17,Tomas Satoransky,79.0,200.66,2.7,1.5,1.6,None,Czech Republic,WAS
9431,2016-17,Toney Douglas,74.0,187.96,4.9,2.5,2.3,Florida State,USA,MEM
9430,2016-17,Tony Allen,76.0,193.04,9.1,5.5,1.4,Oklahoma State,USA,MEM
9911,2017-18,Tony Allen,76.0,193.04,4.7,2.1,0.4,Oklahoma State,USA,NOP
9910,2017-18,Tony Bradley,82.0,208.28,0.9,1.2,0.1,North Carolina,USA,UTA
10473,2018-19,Tony Bradley,82.0,208.28,5.7,5.0,0.3,North Carolina,USA,UTA
9909,2017-18,Tony Parker,74.0,187.96,7.7,1.7,3.5,None,France,SAS
9429,2016-17,Tony Parker,74.0,187.96,10.1,1.8,4.5,None,France,SAS
10474,2018-19,Tony Parker,74.0,187.96,9.5,1.5,3.7,None,France,CHA
9908,2017-18,Tony Snell,79.0,200.66,6.9,1.9,1.3, ,USA,MIL
10475,2018-19,Tony Snell,79.0,200.66,6.0,2.1,0.9, ,USA,MIL
9428,2016-17,Tony Snell,79.0,200.66,8.5,3.1,1.2,New Mexico,USA,MIL
9907,2017-18,Torrey Craig,78.0,198.12,4.2,3.3,0.6,South Carolina Upstate,USA,DEN
10476,2018-19,Torrey Craig,79.0,200.66,5.7,3.5,1.0,South Carolina Upstate,USA,DEN
10477,2018-19,Trae Young,74.0,187.96,19.1,3.7,8.1,Oklahoma,USA,ATL
9906,2017-18,Travis Wear,82.0,208.28,4.4,2.2,0.4,UCLA,USA,LAL
9427,2016-17,Treveon Graham,78.0,198.12,2.1,0.8,0.2,Virginia Commonwealth,USA,CHA
9925,2017-18,Treveon Graham,77.0,195.58,4.3,1.9,0.9,Va Commonwealth,USA,CHA
10478,2018-19,Treveon Graham,77.0,195.58,5.3,3.1,1.0,Va Commonwealth,USA,BKN
10479,2018-19,Trevon Duval,74.0,187.96,1.7,0.3,0.7,None,USA,HOU
10480,2018-19,Trevor Ariza,80.0,203.2,12.5,5.4,3.7,UCLA,USA,WAS
9149,2016-17,Trevor Ariza,80.0,203.2,11.7,5.7,2.2,UCLA,USA,HOU
9905,2017-18,Trevor Ariza,80.0,203.2,11.7,4.4,1.6,UCLA,USA,HOU
9904,2017-18,Trevor Booker,80.0,203.2,6.3,4.7,1.2,Clemson,USA,IND
9158,2016-17,Trevor Booker,80.0,203.2,10.0,8.0,1.9,Clemson,USA,BKN
9150,2016-17,Trey Burke,73.0,185.42,5.0,0.8,1.8,Michigan,USA,WAS
10481,2018-19,Trey Burke,73.0,185.42,10.9,1.7,2.7,Michigan,USA,DAL
9881,2017-18,Trey Burke,73.0,185.42,12.8,2.0,4.7,Michigan,USA,NYK
9151,2016-17,Trey Lyles,82.0,208.28,6.2,3.3,1.0,Kentucky,USA,UTA
10482,2018-19,Trey Lyles,82.0,208.28,8.5,3.8,1.4,Kentucky,USA,DEN
9880,2017-18,Trey Lyles,82.0,208.28,9.9,4.8,1.2,Kentucky,USA,DEN
9879,2017-18,Trey McKinney-Jones,77.0,195.58,0.0,0.0,0.0,Miami (FL),USA,IND
9152,2016-17,Tristan Thompson,81.0,205.74,8.1,9.2,1.0,Texas,Canada,CLE
10483,2018-19,Tristan Thompson,82.0,208.28,10.9,10.2,2.0,Texas,Canada,CLE
9857,2017-18,Tristan Thompson,81.0,205.74,5.8,6.6,0.6,Texas,Canada,CLE
10484,2018-19,Troy Brown Jr.,79.0,200.66,4.8,2.8,1.5,Oregon,USA,WAS
10485,2018-19,Troy Caupain,76.0,193.04,2.5,0.8,1.0,Cincinnati,USA,ORL
9153,2016-17,Troy Daniels,76.0,193.04,8.2,1.5,0.7,Virginia Commonwealth,USA,MEM
9855,2017-18,Troy Daniels,76.0,193.04,8.9,1.6,0.6,Va Commonwealth,USA,PHX
10486,2018-19,Troy Daniels,76.0,193.04,6.2,1.4,0.5,Va Commonwealth,USA,PHX
10487,2018-19,Troy Williams,79.0,200.66,5.3,2.8,0.5,Indiana,USA,SAC
9154,2016-17,Troy Williams,79.0,200.66,6.2,2.3,0.8,Indiana,USA,HOU
9854,2017-18,Troy Williams,79.0,200.66,6.3,3.0,0.8,Indiana,USA,NYK
9155,2016-17,Ty Lawson,71.0,180.34,9.9,2.6,4.8,North Carolina,USA,SAC
10488,2018-19,Tyler Cavanaugh,81.0,205.74,0.8,0.7,0.1,George Washington,USA,UTA
9853,2017-18,Tyler Cavanaugh,81.0,205.74,4.7,3.3,0.7,George Washington,USA,ATL
10459,2018-19,Tyler Davis,82.0,208.28,0.0,1.0,0.0,None,USA,OKC
9852,2017-18,Tyler Dorsey,77.0,195.58,7.2,2.3,1.4,Oregon,USA,ATL
10489,2018-19,Tyler Dorsey,77.0,195.58,6.2,2.4,1.2,Oregon,USA,MEM
9851,2017-18,Tyler Ennis,75.0,190.5,4.1,1.8,1.9,Syracuse,Canada,LAL
9156,2016-17,Tyler Ennis,75.0,190.5,4.3,0.8,1.6,Syracuse,Canada,LAL
9850,2017-18,Tyler Johnson,76.0,193.04,11.7,3.4,2.3,Fresno State,USA,MIA
9157,2016-17,Tyler Johnson,76.0,193.04,13.7,4.0,3.2,Fresno State,USA,MIA
10458,2018-19,Tyler Johnson,76.0,193.04,10.9,3.0,2.9,Fresno State,USA,PHX
10456,2018-19,Tyler Lydon,82.0,208.28,0.9,0.7,0.2,Syracuse,USA,DEN
9849,2017-18,Tyler Lydon,81.0,205.74,0.0,0.0,0.0,Syracuse,USA,DEN
9139,2016-17,Tyler Ulis,70.0,177.8,7.3,1.6,3.7,Kentucky,USA,PHX
10427,2018-19,Tyler Ulis,70.0,177.8,0.0,0.0,0.0,Kentucky,USA,CHI
9848,2017-18,Tyler Ulis,70.0,177.8,7.8,1.8,4.4,Kentucky,USA,PHX
9148,2016-17,Tyler Zeller,84.0,213.36,3.5,2.4,0.8,North Carolina,USA,BOS
10428,2018-19,Tyler Zeller,84.0,213.36,7.7,4.0,0.7,North Carolina,USA,MEM
9856,2017-18,Tyler Zeller,84.0,213.36,6.7,4.6,0.7,North Carolina,USA,MIL
9138,2016-17,Tyreke Evans,78.0,198.12,10.3,3.4,3.1,Memphis,USA,SAC
9847,2017-18,Tyreke Evans,78.0,198.12,19.4,5.1,5.2,Memphis,USA,MEM
10429,2018-19,Tyreke Evans,78.0,198.12,10.2,2.9,2.4,Memphis,USA,IND
10430,2018-19,Tyrone Wallace,77.0,195.58,3.5,1.6,0.7,California,USA,LAC
9845,2017-18,Tyrone Wallace,77.0,195.58,9.7,3.5,2.4,California,USA,LAC
9126,2016-17,Tyson Chandler,85.0,215.9,8.4,11.5,0.6,None,USA,PHX
10431,2018-19,Tyson Chandler,85.0,215.9,3.1,5.6,0.7,None,USA,LAL
9844,2017-18,Tyson Chandler,85.0,215.9,6.5,9.1,1.2,None,USA,PHX
9118,2016-17,Tyus Jones,74.0,187.96,3.5,1.1,2.6,Duke,USA,MIN
10432,2018-19,Tyus Jones,74.0,187.96,6.9,2.0,4.8,Duke,USA,MIN
9843,2017-18,Tyus Jones,74.0,187.96,5.1,1.6,2.8,Duke,USA,MIN
9842,2017-18,Udonis Haslem,80.0,203.2,0.6,0.7,0.4,Florida,USA,MIA
9119,2016-17,Udonis Haslem,80.0,203.2,1.9,2.3,0.4,Florida,USA,MIA
10433,2018-19,Udonis Haslem,80.0,203.2,2.5,2.7,0.2,Florida,USA,MIA
9841,2017-18,Vander Blue,77.0,195.58,0.6,0.2,0.6,Marquette,USA,LAL
10434,2018-19,Victor Oladipo,76.0,193.04,18.8,5.6,5.2,Indiana,USA,IND
9840,2017-18,Victor Oladipo,76.0,193.04,23.1,5.2,4.3,Indiana,USA,IND
9120,2016-17,Victor Oladipo,76.0,193.04,15.9,4.3,2.6,Indiana,USA,OKC
10435,2018-19,Vince Carter,78.0,198.12,7.4,2.6,1.1,North Carolina,USA,ATL
9116,2016-17,Vince Carter,78.0,198.12,8.0,3.1,1.8,North Carolina,USA,MEM
9839,2017-18,Vince Carter,78.0,198.12,5.4,2.6,1.2,North Carolina,USA,SAC
10436,2018-19,Vincent Edwards,80.0,203.2,1.5,1.0,0.0,Purdue,USA,HOU
9838,2017-18,Vincent Hunter,80.0,203.2,1.5,0.8,0.0,Texas-El Paso,USA,MEM
9846,2017-18,Wade Baldwin IV,76.0,193.04,5.4,1.1,0.7,Vanderbilt,USA,POR
9121,2016-17,Wade Baldwin IV,76.0,193.04,3.2,1.4,1.8,Vanderbilt,USA,MEM
10437,2018-19,Wade Baldwin IV,76.0,193.04,1.9,0.9,0.8,Vanderbilt,USA,POR
10438,2018-19,Walt Lemon Jr.,75.0,190.5,14.3,4.5,5.0,None,USA,CHI
9858,2017-18,Walt Lemon Jr.,75.0,190.5,3.4,0.4,1.0,None,USA,NOP
9122,2016-17,Wayne Ellington,76.0,193.04,10.5,2.1,1.1,North Carolina,USA,MIA
9868,2017-18,Wayne Ellington,77.0,195.58,11.2,2.8,1.0,North Carolina,USA,MIA
10439,2018-19,Wayne Ellington,77.0,195.58,10.3,2.0,1.4,North Carolina,USA,DET
9123,2016-17,Wayne Selden,77.0,195.58,5.1,1.1,0.9,Kansas,USA,MEM
9859,2017-18,Wayne Selden,77.0,195.58,9.3,1.6,1.9,Kansas,USA,MEM
10440,2018-19,Wayne Selden,77.0,195.58,6.9,2.4,1.5,Kansas,USA,CHI
10441,2018-19,Wendell Carter Jr.,82.0,208.28,10.3,7.0,1.8,Duke,USA,CHI
10442,2018-19,Wes Iwundu,79.0,200.66,5.0,2.7,1.1,Kansas State,USA,ORL
9877,2017-18,Wes Iwundu,79.0,200.66,3.7,2.2,0.9,Kansas State,USA,ORL
9876,2017-18,Wesley Johnson,79.0,200.66,5.4,2.9,0.8,Syracuse,USA,LAC
9124,2016-17,Wesley Johnson,79.0,200.66,2.7,2.7,0.3,Syracuse,USA,LAC
10443,2018-19,Wesley Johnson,79.0,200.66,3.4,1.9,0.6,Syracuse,USA,WAS
10444,2018-19,Wesley Matthews,77.0,195.58,12.2,2.5,2.3,Marquette,USA,IND
9125,2016-17,Wesley Matthews,77.0,195.58,13.5,3.5,2.9,Marquette,USA,DAL
9875,2017-18,Wesley Matthews,77.0,195.58,12.7,3.1,2.7,Marquette,USA,DAL
9874,2017-18,Will Barton,78.0,198.12,15.7,5.0,4.1,Memphis,USA,DEN
10445,2018-19,Will Barton,78.0,198.12,11.5,4.6,2.9,Memphis,USA,DEN
9127,2016-17,Will Barton,78.0,198.12,13.7,4.3,3.4,Memphis,USA,DEN
9136,2016-17,Willie Cauley-Stein,84.0,213.36,8.1,4.5,1.1,Kentucky,USA,SAC
9873,2017-18,Willie Cauley-Stein,84.0,213.36,12.8,7.0,2.4,Kentucky,USA,SAC
10446,2018-19,Willie Cauley-Stein,84.0,213.36,11.9,8.4,2.4,Kentucky,USA,SAC
9872,2017-18,Willie Reed,83.0,210.82,4.6,2.9,0.2,St. Louis,USA,LAC
9128,2016-17,Willie Reed,83.0,210.82,5.3,4.7,0.4,Saint Louis,USA,MIA
10447,2018-19,Willy Hernangomez,83.0,210.82,7.3,5.4,1.0,None,Spain,CHA
9871,2017-18,Willy Hernangomez,83.0,210.82,5.1,3.8,0.7,None,Spain,CHA
9129,2016-17,Willy Hernangomez,83.0,210.82,8.2,7.0,1.3,None,Spain,NYK
9130,2016-17,Wilson Chandler,80.0,203.2,15.7,6.5,2.0,DePaul,USA,DEN
9870,2017-18,Wilson Chandler,81.0,205.74,10.0,5.4,2.1,DePaul,USA,DEN
10448,2018-19,Wilson Chandler,81.0,205.74,6.0,4.2,1.6,DePaul,USA,LAC
9878,2017-18,Xavier Munford,76.0,193.04,0.5,0.2,0.7,Rhode Island,USA,MIL
9869,2017-18,Xavier Rathan-Mayes,76.0,193.04,5.8,1.0,3.6,Florida State,Canada,NYK
9867,2017-18,Xavier Silas,77.0,195.58,0.0,1.0,0.0,Northern Illinois,USA,BOS
10449,2018-19,Yante Maten,80.0,203.2,1.0,1.5,0.0,None,USA,MIA
9131,2016-17,Yogi Ferrell,72.0,182.88,10.0,2.4,3.7,Indiana,USA,DAL
10450,2018-19,Yogi Ferrell,72.0,182.88,5.9,1.5,1.9,Indiana,USA,SAC
9866,2017-18,Yogi Ferrell,72.0,182.88,10.2,3.0,2.5,Indiana,USA,DAL
10451,2018-19,Yuta Watanabe,81.0,205.74,2.6,2.1,0.5,George Washington,Japan,MEM
10452,2018-19,Zach Collins,84.0,213.36,6.6,4.2,0.9,Gonzaga,USA,POR
9865,2017-18,Zach Collins,84.0,213.36,4.4,3.3,0.8,Gonzaga,USA,POR
9132,2016-17,Zach LaVine,77.0,195.58,18.9,3.4,3.0,UCLA,USA,MIN
9864,2017-18,Zach LaVine,77.0,195.58,16.7,3.9,3.0,UCLA,USA,CHI
10453,2018-19,Zach LaVine,77.0,195.58,23.7,4.7,4.5,UCLA,USA,CHI
10454,2018-19,Zach Lofton,76.0,193.04,0.0,0.0,0.0,New Mexico State,USA,DET
9863,2017-18,Zach Randolph,81.0,205.74,14.5,6.7,2.2,Michigan State,USA,SAC
9133,2016-17,Zach Randolph,81.0,205.74,14.1,8.2,1.7,Michigan State,USA,MEM
9134,2016-17,Zaza Pachulia,83.0,210.82,6.1,5.9,1.9,None,Georgia,GSW
9862,2017-18,Zaza Pachulia,83.0,210.82,5.4,4.7,1.6,None,Georgia,GSW
10455,2018-19,Zaza Pachulia,83.0,210.82,3.9,3.9,1.3,None,Georgia,DET
10630,2018-19,Zhaire Smith,76.0,193.04,6.7,2.2,1.7,Texas Tech,USA,PHI
9861,2017-18,Zhou Qi,85.0,215.9,1.2,1.2,0.1,None,China,HOU
10622,2018-19,Zhou Qi,85.0,215.9,2.0,0.0,0.0,None,China,HOU
